"","n","age","income","yrs_school","gender_f","home_own","risk6"
"11228",14518,30,1546,2.3,0,1,733
"12722",16051,47,520,2.1,1,0,770
"20497",26764,41,267,2.5,1,0,776
"54238",69506,60,1801,1.9,0,0,691
"44166",57997,62,781,3,1,1,735
"26731",33935,33,1038,1.7,0,0,692
"29536",37842,53,1548,1.2,1,1,733
"53253",68411,42,775,1.3,0,1,809
"54011",69256,51,264,2,0,0,718
"23465",30324,37,2576,3,0,1,730
"29719",38228,56,1035,2.8,1,0,811
"3679",4047,40,517,1.7,0,1,777
"48017",62330,47,262,1.8,0,0,828
"30396",40415,58,517,0.5,1,0,739
"24316",31227,62,263,3.1,0,0,802
"24998",31969,59,1035,1.5,0,1,790
"28468",36666,55,1032,1,0,0,737
"39722",53150,59,1295,0.7,0,0,652
"40674",54171,50,780,1.7,0,0,638
"16901",20494,52,516,1.4,0,0,709
"7482",10576,52,789,1.7,0,0,788
"24727",31681,58,519,1.1,1,1,634
"32582",43160,47,776,1.5,1,1,678
"43263",56987,44,1031,0.6,1,1,807
"7328",10402,46,774,1.8,0,1,784
"31150",41521,40,2331,1.2,1,0,733
"50965",65701,53,521,2,1,1,802
"4677",5126,60,517,0.7,1,0,795
"41712",55284,59,1033,1.1,0,0,715
"23915",30805,54,520,0.4,0,1,688
"27882",36037,34,5126,0.9,0,1,793
"5949",6584,62,281,3.3,0,1,707
"10058",13314,44,515,3.3,0,1,779
"33986",44901,52,2566,1.7,1,0,779
"35455",48168,26,3855,1.1,1,0,682
"15333",18767,29,772,0.8,0,0,758
"31946",42411,59,2,0,0,0,716
"35818",48594,42,1541,1,1,0,578
"49215",63638,54,777,1.8,0,1,707
"28773",36987,27,518,0.6,0,0,782
"11569",14866,60,519,1.8,1,0,719
"23902",30791,51,519,0.7,0,0,717
"7839",10975,61,780,2,0,0,675
"27043",34302,51,776,1.2,1,0,736
"21122",27582,46,513,0.7,0,1,712
"37963",51259,43,782,1.5,1,1,782
"23294",30145,42,1545,2.1,0,0,750
"53612",68814,32,2573,2.2,0,0,834
"4486",4915,34,1538,0.7,0,1,730
"54252",69522,53,1032,2,0,1,735
"53396",68572,46,1030,1.6,1,1,804
"5034",5507,49,1551,1.7,0,1,795
"28321",36507,49,3850,1.9,0,1,801
"29765",38404,61,519,1.7,1,1,813
"52640",67712,35,271,1.3,0,1,809
"43678",57461,44,517,0.5,1,0,493
"43490",57248,64,1539,0.8,1,1,997
"41242",54779,43,3090,1.6,1,0,738
"32420",42977,53,1030,1.8,0,0,779
"40702",54200,42,1797,3,0,0,658
"43426",57176,38,4360,1.3,0,1,771
"52616",67683,61,1033,1.6,0,0,788
"2408",2556,55,1034,2.3,0,0,765
"39236",52625,43,1803,1.4,0,0,672
"6651",9126,39,522,2.3,0,1,781
"43829",57634,53,4,1.5,0,1,674
"51352",66153,28,1541,2.8,1,0,677
"23045",29880,46,4358,2.7,0,0,809
"5497",6004,60,2,0.4,0,1,784
"21587",28337,58,9,1.4,1,1,704
"4269",4679,43,779,1.9,1,0,637
"13342",16691,41,523,1.8,1,0,792
"23777",30662,50,262,1.9,0,0,833
"24162",31066,46,1030,1.4,1,0,775
"46125",60067,45,1288,2.1,0,1,813
"14586",17985,39,783,1,0,0,797
"39595",53019,48,775,1.3,0,1,794
"51239",66012,32,1546,2.9,0,0,694
"23450",30308,55,1035,0.6,0,0,767
"21554",28302,37,1027,0.6,0,1,774
"46414",60390,45,2564,1.7,0,1,766
"52331",67356,54,3334,1.6,1,1,793
"35191",47536,58,1553,1.4,0,0,785
"18391",22659,25,12,1.6,1,1,707
"7400",10480,35,1288,1.9,0,1,695
"43724",57515,48,781,1.8,1,1,781
"47374",61585,39,780,2.5,0,0,825
"10544",13816,55,1035,3,1,1,775
"13668",17034,64,1796,1.7,1,0,801
"35910",48717,42,3587,1.4,1,1,755
"29070",37304,32,1026,1.7,0,1,751
"7627",10734,37,2569,1.3,0,0,737
"47470",61694,59,266,4.2,0,0,784
"26370",33524,63,2053,1.9,1,0,752
"1283",1374,28,1799,0.7,0,0,723
"13003",16341,34,1289,0.5,0,1,797
"37744",51031,50,1798,2,0,0,800
"46091",60027,38,5,0.7,0,1,586
"5009",5482,47,520,1.4,0,1,771
"32116",42619,49,1031,2.3,0,0,640
"54937",70283,53,1293,1.6,0,0,751
"18264",22528,54,516,1.2,1,0,777
"36144",49332,45,1544,1,1,1,787
"10632",13906,35,1028,1.2,0,1,737
"27022",34279,39,520,1.6,0,1,747
"8621",11815,51,266,1.6,0,0,735
"12279",15599,46,0,0,0,1,786
"1978",2098,29,0,0,1,0,768
"41177",54709,39,1811,0,0,1,671
"49915",64422,145,779,2.1,0,0,842
"44469",58317,44,2063,1.9,0,0,651
"25110",32090,32,260,0.7,0,0,740
"3054",3233,44,1293,1.4,0,1,807
"3444",3788,49,2057,2.6,0,1,660
"9468",12701,36,1800,2.3,0,1,764
"52035",67017,36,518,1.7,1,1,693
"44633",58490,40,517,2,0,1,696
"9872",13120,34,1034,3,0,1,696
"23040",29875,56,0,0,0,0,746
"11747",15045,60,1542,1.8,0,1,755
"38985",52351,49,265,2.2,0,0,641
"47054",61211,40,785,3,0,1,737
"29003",37237,45,517,1.6,1,1,694
"5373",5871,32,516,1.5,0,0,764
"24601",31543,45,0,0,0,0,741
"45645",59553,55,522,1.3,1,0,622
"18134",22387,28,16,0,0,0,697
"30342",40264,43,1801,1.5,0,0,696
"33365",44049,65,522,1.2,0,0,784
"37548",50824,62,530,0.9,0,0,759
"20878",27184,52,520,1.2,0,1,762
"5104",5582,63,779,1.7,1,0,706
"45131",59015,50,1034,2,0,0,680
"53449",68636,57,1544,1.7,1,0,682
"9065",12277,59,521,1.3,1,0,796
"48512",62863,52,1545,2.5,0,0,770
"53708",68917,62,0,0,0,0,778
"32657",43251,50,1035,2.7,0,1,791
"6009",6790,46,2312,1.8,1,1,811
"43342",57080,59,2315,1.9,0,0,726
"17975",22217,58,2574,1.2,0,0,677
"11471",14764,59,1288,2.9,1,1,771
"49471",63920,167,6406,1.8,0,1,665
"40935",54451,45,1034,1.3,0,1,756
"41542",55101,63,1543,1,0,0,740
"25457",32491,31,3090,0.5,0,0,654
"46847",60973,44,258,0.4,0,0,686
"51917",66879,38,268,1.4,0,0,793
"41089",54616,56,276,0.9,1,0,734
"21531",28278,44,1078,1.6,0,0,790
"11377",14668,44,1544,1,0,1,756
"36661",49884,36,2315,1.3,0,0,736
"15177",18604,43,521,1.5,0,0,744
"43288",57017,55,2065,2.6,1,0,688
"18081",22333,52,520,2,0,0,707
"40861",54373,44,1284,2.2,0,1,747
"23560",30428,43,273,0.8,1,1,678
"23323",30177,51,524,1.2,0,1,702
"25938",33039,45,2053,0.5,1,0,682
"28267",36449,34,772,1.2,0,1,780
"48945",63338,46,10,0,0,1,711
"45943",59867,34,1545,0.8,1,0,757
"22816",29637,35,776,2.7,1,1,693
"15456",18896,45,521,1.8,1,0,687
"31413",41809,40,781,1.5,0,1,670
"54198",69460,61,778,1.7,0,0,997
"9651",12891,60,775,0.8,0,1,814
"34092",45031,47,520,1.6,0,1,762
"20132",26352,98,1040,2.4,0,1,767
"9357",12587,50,519,0.5,1,1,714
"45113",58996,49,1029,0.5,1,0,605
"15199",18626,57,1032,1.5,1,1,733
"46387",60361,145,773,0.8,0,1,673
"9721",12964,45,12,2,0,1,780
"49674",64150,150,3601,1.5,0,1,691
"14610",18010,55,1544,1.9,0,0,689
"29443",37710,31,262,1.7,1,0,740
"53428",68610,56,1799,1.7,1,0,804
"14559",17957,54,771,0.9,0,0,801
"52693",67772,36,4,1.5,0,0,657
"34586",45910,52,1307,1,1,1,766
"39653",53078,61,268,1.1,1,0,591
"4833",5294,39,519,1.6,0,0,792
"18574",22862,61,1028,0.5,0,1,803
"16752",20292,64,778,0.8,0,1,765
"42834",56481,34,513,1.4,0,0,816
"47804",62081,46,522,0.6,0,1,739
"23790",30675,50,516,1.5,1,1,586
"10878",14156,45,259,1.6,1,0,774
"42191",55785,49,776,1.3,0,1,645
"7506",10607,41,522,0.9,1,1,752
"5504",6012,53,777,2.5,1,0,813
"4666",5115,29,1282,0.8,1,0,638
"22307",29101,117,17,0.6,0,1,817
"33287",43953,47,264,1.6,1,1,795
"47721",61988,39,13,1.2,1,0,809
"4371",4788,43,781,2.2,0,1,446
"32918",43546,55,2569,2.5,1,1,740
"15874",19337,55,1287,2,0,0,772
"32614",43200,28,1294,1,0,0,693
"35990",48913,46,516,1.2,0,0,745
"28130",36300,62,261,1,1,1,791
"10894",14173,44,258,0.5,0,0,788
"20654",26934,44,2563,1.4,1,1,795
"24152",31055,44,260,0.8,0,1,755
"54301",69576,0,0,0,0,1,750
"1252",1343,33,776,0.9,1,1,735
"12482",15806,45,1562,0.5,0,0,608
"6378",8161,35,1290,1.6,1,0,741
"32005",42482,45,1551,1,0,0,690
"12587",15912,40,516,0,1,1,791
"43942",57756,54,266,1.6,0,0,662
"46977",61122,34,1040,1.5,1,0,746
"27469",35348,51,514,0.7,1,0,553
"14774",18183,38,778,1.3,0,1,724
"5498",6006,55,523,1.7,0,0,740
"21852",28616,57,1035,1.9,0,0,667
"21647",28400,49,1294,1.4,0,1,750
"19710",25662,53,273,1.4,0,0,688
"39119",52495,55,1029,2,0,0,756
"43810",57613,47,531,2,1,1,654
"5307",5796,55,1032,1.9,0,1,774
"17365",21301,37,525,0.9,0,0,768
"1703",1816,29,2054,1.6,1,1,752
"41182",54715,55,2586,1.2,1,1,765
"20425",26685,65,1298,1,1,0,758
"8655",11851,49,276,1.4,0,0,715
"545",592,54,526,1.1,0,1,657
"30514",40807,37,528,0.9,0,0,735
"4832",5293,49,7,1.4,0,1,767
"38950",52315,62,3080,2.3,0,0,815
"8248",11417,53,1293,1.5,1,1,741
"7543",10648,56,2825,2.6,0,0,787
"38816",52174,52,773,1.3,0,0,833
"23878",30765,36,516,1.3,0,0,803
"16942",20577,53,778,1.8,1,0,668
"27595",35652,42,776,1.3,1,0,683
"26739",33945,36,3086,1.9,0,1,689
"51954",66922,35,535,2.6,0,1,813
"55049",70404,37,2568,0.5,0,0,711
"30276",40060,41,1290,1.4,0,0,676
"26551",33732,38,4365,0.9,1,0,807
"11324",14614,64,5,1.8,0,1,821
"20652",26932,31,1285,1.6,1,1,721
"4523",4953,34,258,1.3,1,0,648
"40242",53704,56,9,2.4,0,1,754
"23519",30383,36,1030,2.1,1,1,577
"29940",39066,38,2570,3.4,0,1,672
"35513",48232,62,0,0,0,0,659
"15352",18786,61,518,2.8,1,1,700
"49155",63573,188,521,0.9,0,1,722
"5894",6462,47,515,1.2,0,1,817
"37841",51132,47,517,1.9,1,1,521
"36261",49458,41,527,1.9,0,0,752
"34362",45341,61,262,0.9,1,0,794
"14976",18397,59,1283,1.4,0,1,714
"15229",18656,52,1799,2.2,1,0,703
"50479",65150,50,780,1.9,1,1,734
"13457",16814,48,270,1.5,1,0,742
"27999",36161,42,520,0.2,0,0,668
"47714",61981,57,1030,1.3,1,1,760
"51553",66484,50,531,0.9,0,1,791
"19527",25024,37,777,0.7,0,0,792
"2330",2473,33,1296,1.5,1,0,724
"18670",22978,41,533,1.4,1,1,717
"6756",9464,35,1820,0.7,1,0,767
"1083",1156,41,529,0.9,1,0,759
"25542",32586,31,517,1.7,0,1,789
"23908",30798,50,517,0.6,0,0,801
"19673",25525,45,1294,1.9,1,0,702
"10545",13817,61,267,0.4,0,1,806
"16555",20074,53,1280,4.6,1,1,704
"7394",10472,34,260,1.3,0,1,725
"51284",66061,29,0,0.3,0,0,768
"40036",53484,124,518,1.7,0,1,750
"42803",56450,53,1031,2.8,0,0,591
"15754",19215,41,1035,2.3,1,1,790
"7189",10253,41,1291,1.1,0,0,3
"20933",27265,52,1034,2.1,0,1,683
"46599",60649,47,1542,1.4,1,0,613
"45748",59661,32,268,1.1,0,1,687
"7453",10544,59,774,2.1,0,1,759
"51216",65987,49,7,1,1,0,659
"7679",10791,41,1033,2.4,0,0,809
"41783",55358,43,1543,2.6,0,0,749
"13931",17306,45,1029,0.5,1,0,664
"39901",53343,48,1033,1.5,1,0,599
"46559",60564,62,259,0.8,0,0,680
"11076",14362,37,1031,1,0,1,794
"1398",1496,30,1540,0.9,0,0,799
"1988",2109,34,3074,0.9,0,0,806
"1950",2070,29,782,2.6,0,1,822
"9728",12971,29,3337,1.3,0,1,708
"44668",58526,50,1037,1,0,1,801
"24182",31086,53,1806,2.2,0,1,714
"52397",67429,61,0,0,0,1,631
"20686",26970,46,1551,1.7,1,0,685
"31541",41949,47,774,2.8,0,1,733
"34764",46406,38,1029,1.1,1,1,755
"47996",62305,46,2317,2.1,1,1,750
"14478",17868,53,1547,1,0,1,722
"8240",11409,42,1544,2.1,0,0,757
"7262",10330,32,522,2,0,0,744
"48054",62372,51,1033,0.9,0,0,643
"20823",27120,30,773,1,1,1,800
"32487",43054,36,517,1.5,0,0,748
"39022",52391,57,1037,2.8,0,0,715
"9212",12433,64,1288,1.8,1,1,770
"12169",15486,46,528,1.3,1,0,725
"18944",23420,44,1042,1.7,1,0,774
"30121",39597,47,777,1.4,0,0,691
"4882",5347,46,776,3.2,0,1,800
"13262",16604,62,779,1.9,1,0,757
"23552",30420,57,1295,1.5,0,1,563
"12904",16239,62,770,0.3,0,1,807
"31962",42432,38,782,2.8,0,1,785
"14173",17556,43,788,2.6,1,1,775
"41800",55376,34,2054,2.3,0,1,658
"31220",41594,55,267,2,1,1,828
"51675",66615,53,4356,1.3,1,1,782
"53252",68410,29,1300,1.3,1,0,699
"54646",69965,41,514,0.8,0,0,709
"15765",19226,58,1544,2.5,0,1,802
"31351",41740,29,1290,2.4,0,0,714
"48146",62469,43,266,1.8,1,0,713
"42559",56185,63,2577,2.6,1,1,562
"50256",64912,37,1544,1.3,0,0,518
"14692",18096,50,5,1,0,0,798
"50915",65643,56,1032,2.1,1,0,676
"41481",55038,42,776,1.5,1,0,612
"34657",46105,42,778,1.6,0,1,806
"23972",30866,53,773,1.8,0,0,669
"37978",51274,49,519,1.4,0,0,786
"15630",19083,29,2055,0.7,0,0,778
"55068",70425,62,267,1.4,0,0,734
"13044",16382,44,774,2.5,1,0,805
"388",424,48,1288,1.9,1,0,754
"1245",1332,31,774,1.6,0,0,531
"50290",64951,44,1799,1.4,0,1,673
"805",863,46,1288,2.2,0,1,644
"50610",65292,40,8,1,0,1,762
"8647",11843,33,771,1.8,1,1,769
"43819",57623,56,5,1.2,0,1,630
"13362",16712,60,2053,0.9,0,1,796
"50962",65697,43,1029,2.2,1,0,599
"48117",62439,51,1805,1.5,1,0,797
"43896",57706,42,2057,1.3,0,0,606
"10040",13296,39,774,1.6,1,0,810
"15393",18830,27,261,1.5,1,0,754
"30325",40198,57,772,0.4,0,0,778
"23661",30540,52,1029,2.1,0,1,792
"21294",28024,49,2330,1.9,0,0,741
"855",917,45,774,1.8,0,0,799
"8756",11957,53,8,2.2,0,1,710
"45978",59906,34,1040,1.6,0,0,741
"42879",56527,57,517,1.1,0,0,997
"128",139,28,777,2.5,0,1,760
"4167",4570,34,1043,2.3,1,0,699
"27368",35013,51,1290,2.6,0,1,762
"46825",60949,40,3870,0.5,0,1,751
"31509",41912,58,1546,1.8,0,0,782
"46429",60405,58,1285,2.3,0,1,636
"42335",55941,37,516,0.8,0,0,806
"32729",43333,32,2054,1.2,1,0,771
"18620",22921,62,2055,1.2,1,0,704
"7979",11129,61,266,1,0,0,801
"3403",3744,62,1800,2.2,0,1,817
"41238",54775,64,1800,1.8,1,1,803
"49259",63686,0,0,0,1,1,786
"34962",46946,64,520,1.6,0,0,730
"30900",41231,52,517,1.7,0,0,787
"25505",32543,49,263,1.8,1,0,755
"47991",62300,53,1285,1.8,0,1,795
"6988",10039,48,1541,1.6,0,1,837
"43652",57430,38,1546,0.7,1,1,715
"34048",44979,65,1031,0.4,0,0,783
"25908",33002,43,258,1.1,0,1,793
"43515",57277,58,6,1.3,1,1,798
"11941",15245,36,518,2,0,0,760
"10817",14094,52,2054,1.7,1,1,681
"22291",29085,59,519,1.8,0,0,794
"47325",61527,40,2065,2.5,1,1,745
"10039",13295,24,1032,1.9,0,1,642
"8290",11465,47,1537,1.4,0,1,720
"45089",58970,54,1536,0.3,0,1,673
"31989",42464,60,1291,1.6,0,1,795
"46804",60928,48,265,2,1,1,792
"46948",61087,34,0,0,1,0,755
"17273",21190,57,1033,1.8,1,1,633
"47",53,51,9,1.1,0,1,651
"45829",59747,60,0,0,0,0,648
"14900",18318,47,520,1.5,1,0,728
"24015",30911,51,516,0.7,0,1,788
"28158",36329,26,521,2.3,0,0,654
"3422",3765,38,3849,0.7,0,1,779
"12693",16022,49,1546,2.5,0,1,796
"43902",57713,46,774,1.1,1,1,708
"52145",67144,45,1548,1.1,0,1,794
"53881",69112,58,1027,0.4,0,0,833
"21276",28004,60,1292,1.5,0,1,813
"28101",36270,45,1036,2.4,0,1,800
"22164",28948,56,2048,0.6,0,0,633
"41685",55255,41,1042,2.8,1,1,790
"30286",40079,59,1285,0.3,1,1,645
"46359",60330,50,523,2.1,0,1,719
"29619",37954,31,1,0.6,0,1,666
"54262",69533,51,1294,1.8,1,0,837
"21099",27538,35,1035,2.4,0,0,724
"17332",21262,46,259,0.2,0,1,794
"13275",16619,64,3,2.3,0,0,603
"49091",63502,41,1289,2.7,1,0,665
"9490",12723,29,771,1.4,1,0,767
"47555",61795,38,0,0,0,1,784
"7982",11132,50,1546,1.9,0,1,721
"12301",15622,57,1033,2.1,1,1,810
"45356",59248,56,778,2.3,1,1,681
"27302",34786,28,1546,1.7,1,0,664
"27755",35894,43,775,1.5,1,0,719
"23645",30522,33,782,1.5,1,0,662
"9232",12454,59,1288,2.8,1,1,717
"35118",47405,51,3334,2.8,1,1,649
"9867",13115,63,1283,1.4,1,0,657
"38683",52031,46,267,1.4,0,0,656
"13791",17161,52,771,0.5,1,0,738
"41765",55338,52,1540,0,0,0,722
"48732",63101,40,2059,1.2,0,1,698
"39441",52855,56,1289,2.4,0,0,712
"54241",69509,57,0,0,0,0,997
"4394",4813,27,1549,1.4,0,0,739
"87",95,52,3853,1.4,0,1,818
"40445",53926,53,1542,1.1,0,1,685
"50492",65164,40,1282,0.2,1,0,635
"3342",3683,59,1285,2.3,1,0,778
"50365",65030,50,518,2.1,0,1,627
"1866",1984,28,1288,2,0,0,800
"54389",69675,65,1291,2.3,0,1,634
"31507",41910,59,1545,1.8,0,1,714
"31911",42369,45,1292,2.6,0,0,796
"7601",10708,60,781,0.7,0,1,785
"344",377,46,529,0.9,0,0,642
"42707",56346,51,779,1.4,1,0,784
"2775",2941,42,266,2.4,1,0,680
"36241",49436,34,781,1.8,1,1,801
"35967",48832,50,0,0,0,1,766
"42831",56478,56,1035,1.3,0,0,698
"2619",2773,47,773,1.6,1,1,777
"14469",17858,60,265,2,0,0,791
"14579",17978,47,1543,1.8,1,1,813
"50452",65122,38,1038,2.1,0,0,797
"11823",15125,50,1290,2,1,0,777
"24925",31889,40,1293,0.9,0,1,723
"16418",19925,45,263,2.2,0,0,693
"7927",11073,53,516,1.6,0,1,691
"30061",39446,39,7,1.6,0,1,801
"53492",68683,57,1804,2.7,0,0,777
"14395",17784,30,2049,0.5,0,0,741
"35479",48196,55,779,1.3,1,1,790
"31988",42463,41,1544,1.8,0,1,787
"34679",46176,54,1544,2.5,0,0,760
"12601",15927,47,519,2.8,0,1,737
"41229",54766,55,775,0.3,0,0,656
"24495",31425,58,6,1,0,1,597
"38821",52179,54,1797,1.9,0,1,712
"10912",14191,47,774,2.7,1,0,824
"28848",37070,58,779,2,1,0,789
"47097",61266,64,10,1.5,1,0,688
"6940",9964,51,4,0.8,0,1,759
"43685",57469,45,8,1.3,0,0,570
"13940",17315,27,768,2,1,1,684
"19645",25433,35,259,0.3,1,1,721
"30075",39472,65,775,0.7,1,1,675
"30877",41205,29,517,1.3,0,0,763
"36250",49446,51,270,2.3,0,1,625
"46641",60733,46,6,0.3,0,1,738
"54818",70150,53,1031,1.7,0,0,529
"15791",19254,50,773,1.2,1,0,705
"46493",60475,57,1036,0,0,1,673
"24518",31451,34,521,2.2,0,0,797
"3995",4383,53,2056,1.3,1,1,790
"12411",15735,58,1028,2.2,1,0,673
"17902",22139,60,3861,0.6,1,0,797
"18044",22293,32,1292,2,1,0,761
"10315",13578,58,1034,1.4,0,0,686
"22829",29650,46,2058,0,1,0,662
"52864",67968,36,515,1.8,0,0,719
"11266",14556,46,771,1.7,0,0,697
"36960",50199,45,1036,2.1,0,0,636
"23705",30587,50,1792,0.7,0,1,696
"11045",14329,31,6,0.9,0,1,772
"46136",60078,59,261,1,0,1,654
"44650",58507,49,1798,0.6,0,0,557
"43628",57402,32,3082,0,0,1,585
"17918",22156,61,259,1.6,0,0,674
"26600",33787,60,516,0.9,0,0,815
"47086",61251,59,519,2.4,1,0,810
"13206",16546,58,5129,1.2,0,1,761
"10605",13879,34,1300,1.8,0,0,692
"32403",42959,47,270,2.4,0,1,785
"36119",49258,61,260,1.8,0,1,804
"13127",16466,61,779,1.6,0,0,691
"45626",59534,39,1803,0.9,0,1,802
"31119",41483,41,775,0.9,0,1,770
"21795",28555,42,1031,3,0,0,733
"12450",15774,34,1290,2.3,0,1,681
"22563",29373,60,0,0,1,1,750
"38874",52236,62,261,1.6,0,1,673
"38539",51877,50,1812,1.2,0,1,571
"18798",23139,34,516,2.1,0,0,780
"14539",17937,54,1294,1.6,1,0,626
"18980",23489,45,1034,0.7,0,1,725
"3149",3341,28,1036,1.5,0,0,735
"16339",19831,41,4,1.7,0,0,742
"22780",29600,135,270,1.1,1,0,695
"34530",45698,61,3592,1.3,0,1,739
"18078",22330,37,523,2.1,0,0,686
"16711",20244,62,1804,2,0,1,837
"5755",6284,38,797,1.1,1,0,790
"153",165,53,261,2.3,1,0,516
"54638",69957,58,1031,2.5,0,1,839
"8339",11516,47,3086,0.8,0,1,806
"13483",16840,60,10,1.6,1,0,765
"50697",65389,49,769,0.4,0,1,781
"49424",63870,50,9,2.7,1,1,777
"42072",55661,55,518,0.9,0,1,802
"16416",19923,49,521,0.9,0,0,802
"28350",36541,51,1539,0.8,1,0,697
"4055",4449,46,2587,1.2,0,0,675
"238",260,61,2312,2.8,0,0,773
"33332",44007,47,1282,2.1,0,1,749
"12129",15445,41,2567,1.4,1,1,726
"8887",12094,49,779,2.1,1,1,726
"810",870,58,1033,2.2,1,1,793
"1633",1741,28,3600,1.6,1,0,796
"3129",3315,60,775,1.2,0,1,753
"40953",54472,48,259,1.6,1,0,640
"18636",22941,43,1293,1.3,1,0,514
"36610",49830,44,1024,2.3,0,1,805
"41535",55094,31,1546,1.1,1,0,752
"10586",13859,34,2058,1.8,0,1,799
"19579",25170,40,262,1,0,1,623
"47732",62000,50,0,0,0,1,767
"41098",54625,66,787,2,0,0,633
"37031",50274,43,2312,2.1,0,1,611
"17912",22150,46,512,1.2,0,1,676
"10781",14057,57,1032,4,1,1,736
"46684",60794,49,518,1.3,0,0,651
"29038",37272,53,8,1.9,0,0,777
"26347",33498,33,517,0.5,1,0,780
"28310",36496,52,1029,1.3,1,0,741
"769",826,49,12,2.1,1,0,742
"39937",53380,43,2057,1.7,0,1,767
"19",22,50,541,1.8,1,1,807
"5139",5620,42,1797,1.3,0,1,783
"20075",26288,31,7,0.8,1,0,740
"51308",66094,29,1031,2.3,0,0,637
"7013",10065,52,1033,1.7,0,1,766
"6620",9031,47,779,2.1,1,0,761
"21345",28081,40,3096,1.8,0,1,698
"27732",35871,49,524,2.1,0,1,746
"40220",53682,150,519,1.9,0,0,713
"25583",32633,63,1028,2.3,0,0,728
"28259",36440,29,3593,2,0,0,730
"24463",31390,49,9,1.4,0,0,802
"43541",57306,57,6,2.1,0,1,806
"53909",69141,46,518,1.2,0,1,768
"5430",5929,34,265,1.8,0,0,813
"35073",47246,41,1285,1.8,1,0,787
"26082",33203,40,2058,0.3,1,0,574
"18936",23404,31,1545,1.4,0,0,799
"44503",58355,47,0,0,0,1,677
"31973",42446,58,774,1.5,0,1,817
"19747",25764,35,0,0,0,0,685
"25500",32538,38,782,2.3,0,1,766
"42439",56055,56,772,2,0,0,768
"24576",31516,42,777,0,0,1,722
"42541",56166,61,1794,1,1,1,676
"43197",56907,52,1540,1.4,1,0,679
"20969",27310,40,1546,1.1,1,1,704
"53924",69159,50,777,1,0,1,736
"36252",49448,37,2825,3.7,0,1,783
"16808",20370,42,1047,1.7,0,0,743
"22815",29636,36,14,2.2,0,0,675
"43278",57003,64,3853,0.8,0,0,768
"35396",48071,47,1031,2.7,1,1,761
"35908",48714,46,778,0.7,0,0,675
"44799",58665,47,520,1,0,0,696
"41944",55528,42,522,0.7,1,0,795
"15153",18579,41,261,0.6,0,0,791
"22086",28865,37,260,0.9,1,0,765
"39904",53346,60,1545,2.2,0,0,778
"10774",14050,51,783,2,1,0,778
"29236",37476,37,774,2.1,0,1,718
"19608",25287,47,778,1.6,0,0,593
"3236",3497,49,1030,1.5,0,1,796
"6670",9198,63,3080,2,0,1,817
"13316",16663,36,529,1.5,0,0,709
"16414",19921,50,264,0.9,0,1,709
"14238",17622,44,260,1.5,0,1,814
"1441",1542,31,770,1.8,1,0,810
"50882",65602,48,264,1.1,1,0,582
"47838",62122,49,520,1.9,0,1,739
"46878",61006,247,1053,2,1,0,756
"40649",54144,53,1547,1.5,0,0,725
"12616",15944,49,777,2.1,0,0,787
"17800",21947,47,3,1.8,1,0,718
"28018",36182,58,783,1.9,0,0,740
"2772",2937,47,515,0.9,1,0,811
"43506",57267,45,2061,1.5,0,0,659
"30991",41338,32,1801,2.2,1,1,817
"13771",17140,44,3589,2.1,0,1,643
"9058",12270,30,515,0.2,0,1,739
"49052",63461,40,1542,2,1,0,725
"19881",26077,71,782,0.9,0,0,746
"7462",10554,62,265,0.5,0,0,790
"21217",27914,35,0,0,0,1,663
"48196",62523,29,1284,2.2,1,1,691
"31197",41570,34,3340,1,0,1,804
"37005",50245,39,3101,0.2,1,1,776
"4320",4734,25,16,1.3,0,0,763
"6292",7865,39,777,2.2,1,0,784
"8974",12183,38,522,2,1,0,711
"11596",14893,27,1798,1,1,0,788
"23769",30654,59,3,0.4,0,1,812
"20073",26286,42,0,0,0,1,734
"5219",5702,47,773,2.4,1,0,792
"49012",63415,56,522,2.3,0,1,806
"39850",53285,51,527,1.4,0,1,661
"43387",57131,42,1029,1.5,1,1,704
"16518",20036,53,7,0.1,0,0,645
"19096",23773,37,263,1.9,0,1,648
"38182",51499,58,2824,1.3,1,1,700
"13017",16355,56,774,1.2,1,0,742
"42262",55863,50,783,1.5,1,1,807
"35074",47250,53,270,1.3,0,0,729
"18218",22477,29,0,0,0,0,649
"11707",15005,27,263,2.3,0,1,707
"15216",18643,56,1547,1.7,1,0,794
"42413",56028,51,3341,1.6,0,0,826
"40744",54242,42,0,0,0,1,756
"19209",24113,44,1291,2,1,0,506
"12924",16260,27,259,0.5,0,0,726
"54161",69419,46,782,3,1,0,743
"27044",34303,55,258,0.8,1,0,678
"50306",64969,51,2570,1.2,0,0,643
"24913",31877,41,264,0.7,0,0,715
"33444",44140,49,264,2.6,1,0,721
"2456",2605,25,1540,1.4,1,1,663
"37887",51178,49,1297,1.6,0,1,793
"28287",36470,62,773,1.6,0,1,825
"36033",49029,29,1797,2.5,0,0,783
"45594",59502,44,1029,0.5,1,0,485
"14998",18420,34,519,2.4,0,0,731
"39287",52681,42,10,1,0,1,686
"12593",15918,33,777,2.6,0,0,614
"146",157,24,1034,1.6,1,0,664
"4493",4922,38,2053,0.9,0,0,789
"15452",18891,48,523,3,1,0,809
"41047",54572,47,1028,2.7,0,1,787
"20914",27240,30,0,0,1,1,621
"38545",51883,49,1040,2,1,0,812
"20046",26255,39,1547,0.4,1,0,640
